age,workclass,education,marital-status,occupation,relationship,race,sex,hours-per-week,native-country,income
9266,Middle-aged Adult,Local-gov,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Male,Extended Work Hours,United-States,<=50K
42438,Middle-aged Adult,Private,Prof-school,Married-civ-spouse,Prof-specialty,Wife,White,Female,Extended Work Hours,United-States,>50K
27383,Young Adult,Self-emp-not-inc,Bachelors,Never-married,Prof-specialty,Own-child,Black,Female,Overtime Work,United-States,<=50K
27329,Young Adult,Private,Masters,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,Standard Full-time Work,Hong,>50K
25996,Middle-aged Adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,Standard Full-time Work,United-States,<=50K
30564,Adult,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,Extended Work Hours,United-States,>50K
2760,Middle-aged Adult,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,Reduced Full-time Work,United-States,<=50K
28426,Young Adult,Private,HS-grad,Never-married,Other-service,Not-in-family,Black,Male,Standard Full-time Work,United-States,<=50K
38097,Elderly,Private,5th-6th,Married-civ-spouse,Prof-specialty,Husband,Black,Male,Standard Full-time Work,Cuba,<=50K
37143,Middle-aged Adult,Private,Some-college,Divorced,Sales,Unmarried,Black,Female,Extended Work Hours,United-States,<=50K
8189,Teen,Private,Some-college,Never-married,Prof-specialty,Own-child,Black,Female,Standard Full-time Work,United-States,<=50K
1858,Young Adult,Private,HS-grad,Never-married,Other-service,Own-child,White,Male,Reduced Full-time Work,United-States,<=50K
21237,Adult,Private,Assoc-acdm,Divorced,Exec-managerial,Not-in-family,White,Female,Extended Work Hours,United-States,<=50K
6648,Middle-aged Adult,State-gov,Masters,Never-married,Adm-clerical,Not-in-family,White,Male,Heavy Overtime,United-States,>50K
33807,Young Adult,Federal-gov,10th,Separated,Exec-managerial,Not-in-family,White,Female,Standard Full-time Work,United-States,<=50K
45314,Adult,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,Part-time Work,United-States,<=50K
30232,Young Adult,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,Standard Full-time Work,United-States,<=50K
24092,Young Adult,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,Standard Full-time Work,United-States,<=50K
32239,Adult,Private,HS-grad,Separated,Adm-clerical,Not-in-family,White,Female,Reduced Full-time Work,United-States,<=50K
36031,Adult,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,Standard Full-time Work,United-States,<=50K
30043,Young Adult,Self-emp-inc,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,Overtime Work,United-States,>50K
1052,Young Adult,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,Standard Full-time Work,United-States,>50K
9018,Adult,Private,1st-4th,Married-spouse-absent,Farming-fishing,Unmarried,White,Male,Standard Full-time Work,Mexico,<=50K
27638,Young Adult,Local-gov,10th,Married-civ-spouse,Other-service,Husband,White,Male,Standard Full-time Work,United-States,<=50K
2097,Middle-aged Adult,Local-gov,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,Extended Work Hours,United-States,<=50K
11569,Middle-aged Adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,Standard Full-time Work,United-States,<=50K
16727,Young Adult,Private,Some-college,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,Standard Full-time Work,Mexico,<=50K
13559,Teen,Private,Bachelors,Never-married,Other-service,Not-in-family,White,Female,Reduced Full-time Work,United-States,<=50K
25626,Teen,Self-emp-not-inc,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,Standard Full-time Work,United-States,<=50K
26907,Young Adult,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,Black,Female,Standard Full-time Work,United-States,<=50K
5893,Young Adult,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,Standard Full-time Work,United-States,<=50K
7556,Young Adult,Self-emp-inc,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Male,Extended Work Hours,United-States,<=50K
23756,Young Adult,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,Extended Work Hours,United-States,>50K
2206,Adult,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,Standard Full-time Work,United-States,>50K
37018,Teen,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,Extended Work Hours,United-States,<=50K
33039,Young Adult,Private,Some-college,Married-AF-spouse,Sales,Wife,White,Female,Reduced Full-time Work,United-States,<=50K
27369,Young Adult,Self-emp-not-inc,5th-6th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,Reduced Full-time Work,Mexico,<=50K
34545,Young Adult,Self-emp-inc,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,Standard Full-time Work,United-States,<=50K
1012,Adult,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,Standard Full-time Work,United-States,>50K
27605,Middle-aged Adult,Self-emp-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,Standard Full-time Work,United-States,>50K
26837,Adult,Federal-gov,Some-college,Never-married,Adm-clerical,Own-child,White,Male,Standard Full-time Work,United-States,<=50K
47486,Young Adult,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male,Standard Full-time Work,United-States,<=50K
1856,Adult,State-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,Overtime Work,United-States,<=50K
24713,Elderly,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,Standard Full-time Work,United-States,>50K
18953,Middle-aged Adult,Self-emp-not-inc,Bachelors,Married-civ-spouse,Farming-fishing,Husband,White,Male,Reduced Full-time Work,United-States,<=50K
15190,Middle-aged Adult,Private,Assoc-acdm,Married-civ-spouse,Other-service,Husband,White,Male,Extended Work Hours,United-States,<=50K
41652,Adult,Private,11th,Divorced,Prof-specialty,Unmarried,Black,Female,Part-time Work,Haiti,<=50K
13811,Middle-aged Adult,Local-gov,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,Standard Full-time Work,United-States,<=50K
8113,Young Adult,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,Standard Full-time Work,United-States,>50K
36907,Adult,Self-emp-not-inc,9th,Married-civ-spouse,Craft-repair,Husband,White,Male,Standard Full-time Work,United-States,<=50K
14145,Middle-aged Adult,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,Extended Work Hours,United-States,>50K
3624,Elderly,Self-emp-not-inc,HS-grad,Widowed,Adm-clerical,Not-in-family,White,Female,Reduced Full-time Work,United-States,<=50K
2463,Adult,Private,Assoc-voc,Divorced,Protective-serv,Not-in-family,Black,Male,Standard Full-time Work,United-States,<=50K
6116,Middle-aged Adult,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,Standard Full-time Work,United-States,>50K
42635,Teen,Private,9th,Never-married,Handlers-cleaners,Own-child,White,Male,Part-time Work,United-States,<=50K
4359,Teen,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,Standard Full-time Work,United-States,>50K
42562,Teen,Private,Some-college,Never-married,Prof-specialty,Own-child,White,Male,Standard Full-time Work,United-States,<=50K
43476,Young Adult,Private,5th-6th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,Standard Full-time Work,Mexico,<=50K
20698,Young Adult,Private,Bachelors,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Female,Reduced Full-time Work,Thailand,<=50K
12076,Young Adult,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,Standard Full-time Work,United-States,<=50K
27057,Young Adult,Self-emp-not-inc,10th,Married-civ-spouse,Exec-managerial,Husband,White,Male,Standard Full-time Work,United-States,<=50K
36611,Teen,Private,HS-grad,Never-married,Other-service,Not-in-family,Black,Male,Heavy Overtime,United-States,<=50K
29014,Young Adult,State-gov,HS-grad,Never-married,Protective-serv,Own-child,White,Male,Standard Full-time Work,United-States,<=50K
39989,Adult,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,Standard Full-time Work,United-States,>50K
41579,Elderly,Self-emp-not-inc,10th,Married-civ-spouse,Farming-fishing,Husband,White,Male,Standard Full-time Work,United-States,<=50K
29850,Middle-aged Adult,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,Reduced Full-time Work,United-States,<=50K
20651,Middle-aged Adult,Self-emp-inc,Assoc-voc,Married-civ-spouse,Sales,Husband,White,Male,Extended Work Hours,United-States,>50K
22291,Young Adult,Private,HS-grad,Widowed,Exec-managerial,Unmarried,White,Female,Reduced Full-time Work,United-States,<=50K
19558,Adult,Private,11th,Never-married,Transport-moving,Not-in-family,White,Male,Standard Full-time Work,United-States,<=50K
10883,Adult,Private,HS-grad,Divorced,Handlers-cleaners,Not-in-family,White,Female,Extended Work Hours,United-States,<=50K
27640,Adult,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,Overtime Work,United-States,>50K
39431,Teen,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,Part-time Work,United-States,<=50K
5035,Middle-aged Adult,Private,HS-grad,Married-civ-spouse,Priv-house-serv,Wife,White,Female,Reduced Full-time Work,United-States,<=50K
19877,Teen,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,Reduced Full-time Work,United-States,<=50K
39101,Middle-aged Adult,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,Standard Full-time Work,United-States,>50K
20023,Adult,Private,Assoc-acdm,Divorced,Prof-specialty,Not-in-family,White,Female,Reduced Full-time Work,United-States,<=50K
6576,Adult,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,Extended Work Hours,United-States,>50K
34077,Adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,Heavy Overtime,United-States,<=50K
14272,Middle-aged Adult,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,Overtime Work,United-States,<=50K
37298,Adult,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,Standard Full-time Work,Germany,<=50K
2424,Middle-aged Adult,Private,9th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,Standard Full-time Work,United-States,<=50K
25774,Young Adult,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,Extended Work Hours,United-States,<=50K
32640,Teen,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,Standard Full-time Work,United-States,<=50K
36272,Adult,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,Standard Full-time Work,United-States,<=50K
35439,Young Adult,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,Standard Full-time Work,United-States,>50K
46758,Adult,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Male,Overtime Work,United-States,<=50K
4934,Teen,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,Standard Full-time Work,United-States,<=50K
24126,Adult,Private,Bachelors,Divorced,Adm-clerical,Not-in-family,White,Male,Standard Full-time Work,Portugal,<=50K
35730,Middle-aged Adult,State-gov,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,Standard Full-time Work,United-States,<=50K
8299,Teen,Self-emp-not-inc,HS-grad,Never-married,Craft-repair,Own-child,White,Male,Standard Full-time Work,United-States,<=50K
22156,Adult,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,Extended Work Hours,United-States,>50K
31454,Young Adult,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,Standard Full-time Work,United-States,>50K
29365,Teen,Private,Bachelors,Never-married,Adm-clerical,Own-child,White,Male,Standard Full-time Work,United-States,<=50K
23883,Young Adult,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,Standard Full-time Work,United-States,<=50K
45323,Middle-aged Adult,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,Reduced Full-time Work,United-States,>50K
42993,Teen,Private,11th,Never-married,Other-service,Own-child,White,Female,Reduced Full-time Work,United-States,<=50K
7546,Middle-aged Adult,Private,Some-college,Divorced,Exec-managerial,Not-in-family,White,Female,Standard Full-time Work,Italy,<=50K
32414,Young Adult,Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,Standard Full-time Work,United-States,<=50K
45039,Adult,Private,11th,Never-married,Machine-op-inspct,Not-in-family,Black,Male,Standard Full-time Work,United-States,<=50K
28562,Young Adult,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,Extended Work Hours,United-States,>50K
32163,Adult,State-gov,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,Standard Full-time Work,United-States,<=50K
22039,Young Adult,Self-emp-not-inc,7th-8th,Never-married,Craft-repair,Own-child,White,Male,Standard Full-time Work,United-States,<=50K
13391,Middle-aged Adult,Private,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,Standard Full-time Work,United-States,<=50K
10576,Middle-aged Adult,Private,Masters,Married-civ-spouse,Protective-serv,Husband,White,Male,Standard Full-time Work,United-States,>50K
20983,Adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,Standard Full-time Work,United-States,<=50K
11119,Adult,Private,Bachelors,Separated,Other-service,Not-in-family,White,Male,Heavy Overtime,England,<=50K
1782,Young Adult,Private,10th,Never-married,Other-service,Own-child,White,Male,Standard Full-time Work,United-States,<=50K
27076,Adult,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,Standard Full-time Work,United-States,<=50K
6620,Young Adult,Private,5th-6th,Married-civ-spouse,Farming-fishing,Husband,White,Male,Reduced Full-time Work,Mexico,<=50K
22162,Young Adult,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,Extended Work Hours,United-States,<=50K
36944,Adult,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,Reduced Full-time Work,United-States,<=50K
6373,Adult,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,Extended Work Hours,United-States,>50K
19154,Young Adult,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,Overtime Work,United-States,>50K
411,Teen,Private,HS-grad,Never-married,Handlers-cleaners,Unmarried,Black,Female,Standard Full-time Work,United-States,<=50K
18074,Young Adult,Federal-gov,Some-college,Married-AF-spouse,Adm-clerical,Wife,White,Female,Standard Full-time Work,United-States,>50K
37171,Adult,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Black,Male,Standard Full-time Work,United-States,>50K
43831,Young Adult,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,Extended Work Hours,England,>50K
18503,Adult,Private,11th,Divorced,Exec-managerial,Not-in-family,White,Female,Reduced Full-time Work,United-States,<=50K
14185,Young Adult,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,Standard Full-time Work,United-States,<=50K
16256,Young Adult,Private,10th,Married-spouse-absent,Craft-repair,Unmarried,White,Male,Standard Full-time Work,Mexico,<=50K
24865,Teen,State-gov,Some-college,Never-married,Craft-repair,Own-child,White,Male,Reduced Full-time Work,United-States,<=50K
34631,Adult,Private,HS-grad,Divorced,Sales,Own-child,White,Female,Reduced Full-time Work,United-States,<=50K
32441,Middle-aged Adult,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,Standard Full-time Work,United-States,>50K
3630,Young Adult,Local-gov,Bachelors,Divorced,Prof-specialty,Unmarried,White,Female,Standard Full-time Work,United-States,<=50K
14806,Adult,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Male,Standard Full-time Work,United-States,<=50K
9862,Middle-aged Adult,State-gov,Bachelors,Widowed,Prof-specialty,Not-in-family,White,Female,Standard Full-time Work,United-States,<=50K
8531,Middle-aged Adult,Private,Assoc-voc,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,Standard Full-time Work,Greece,<=50K
2666,Teen,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,Standard Full-time Work,United-States,<=50K
46251,Teen,Private,11th,Never-married,Adm-clerical,Own-child,White,Male,Part-time Work,United-States,<=50K
740,Teen,Private,Some-college,Never-married,Other-service,Other-relative,White,Female,Reduced Full-time Work,United-States,<=50K
23123,Adult,Private,Assoc-voc,Divorced,Prof-specialty,Unmarried,White,Male,Reduced Full-time Work,United-States,<=50K
